date,day_name,area,population,waste_kg,recyclable_kg,organic_kg,collection_capacity_kg,overflow,is_weekend,is_holiday,recycling_campaign,temp_c,rain_mm
2024-01-05,Friday,IndustrialPark,8998,10390.4,3258.3,4209.9,12029.3,0,0,0,0,23.7,3.6
2024-01-06,Saturday,IndustrialPark,9002,11415.6,3118.1,5240.6,11761.6,0,1,0,0,24.0,10.2
2024-01-07,Sunday,IndustrialPark,8999,11244.7,2751.3,3780.6,12412.3,0,1,0,0,24.3,0.0
2024-01-08,Monday,IndustrialPark,9007,10641.1,2474.4,4720.6,11999.3,0,0,0,0,25.1,1.1
2024-01-09,Tuesday,IndustrialPark,8999,10967.7,4254.4,5142.0,11369.6,0,0,0,0,25.2,10.0
2024-01-10,Wednesday,IndustrialPark,9000,9973.4,3545.4,4431.4,11457.0,0,0,0,0,24.5,1.5
2024-01-11,Thursday,IndustrialPark,8995,10363.4,2103.9,4028.8,12064.1,0,0,0,0,24.5,3.0
2024-01-12,Friday,IndustrialPark,9002,10502.6,2197.7,4738.1,10446.6,1,0,0,0,23.5,0.0
2024-01-13,Saturday,IndustrialPark,8998,10998.1,2896.4,5009.1,10843.8,1,1,0,0,24.7,1.8
2024-01-14,Sunday,IndustrialPark,8993,11225.8,2822.8,5812.0,12103.8,0,1,0,0,24.4,3.3
2024-01-15,Monday,IndustrialPark,8994,10622.3,2867.1,4418.2,11922.1,0,0,0,0,23.6,11.8
2024-01-16,Tuesday,IndustrialPark,9006,10647.4,3538.3,5420.2,12058.1,0,0,0,0,26.7,0.0
2024-01-17,Wednesday,IndustrialPark,9002,9970.3,2913.6,3591.9,11298.5,0,0,0,0,23.3,0.0
2024-01-18,Thursday,IndustrialPark,9008,10369.9,2568.3,4359.4,12301.5,0,0,0,0,24.8,1.5
2024-01-19,Friday,IndustrialPark,8997,10407.6,2754.8,4936.2,11848.6,0,0,0,0,23.7,12.5
2024-01-20,Saturday,IndustrialPark,8997,10995.1,2506.8,4256.3,11316.2,0,1,0,0,23.5,5.8
2024-01-21,Sunday,IndustrialPark,9008,11069.6,1530.5,4392.3,11837.4,0,1,0,0,24.0,0.0
2024-01-22,Monday,IndustrialPark,9018,10612.7,2116.7,5980.5,11176.2,0,0,0,0,24.4,6.7
2024-01-23,Tuesday,IndustrialPark,9028,10329.9,4570.6,4296.5,11813.5,0,0,0,0,27.2,0.0
2024-01-24,Wednesday,IndustrialPark,9035,10924.8,2921.7,3405.0,12075.1,0,0,0,0,24.3,12.3
2024-01-25,Thursday,IndustrialPark,9040,10197.9,2568.5,3713.7,11724.1,0,0,0,0,25.6,0.0
2024-01-26,Friday,IndustrialPark,9046,10137.4,2630.5,4700.0,12111.7,0,0,0,0,24.9,7.7
2024-01-27,Saturday,IndustrialPark,9046,10579.8,2890.6,5016.9,12234.2,0,1,0,0,25.4,0.0
2024-01-28,Sunday,IndustrialPark,9053,11194.1,2910.2,4772.2,11936.5,0,1,0,0,25.4,11.7
2024-01-29,Monday,IndustrialPark,9042,10002.7,2145.0,4229.4,11755.1,0,0,0,0,25.3,4.3
2024-01-30,Tuesday,IndustrialPark,9039,10646.7,3778.1,3967.0,11762.3,0,0,0,0,25.9,0.0
2024-01-31,Wednesday,IndustrialPark,9032,10033.8,2776.9,2954.1,11491.7,0,0,0,0,24.1,5.5
2024-02-01,Thursday,IndustrialPark,9021,10239.0,2948.0,4587.7,11591.9,0,0,0,0,24.5,4.5
2024-02-02,Friday,IndustrialPark,9026,10201.4,3273.8,3077.7,11452.9,0,0,0,0,24.8,5.5
2024-02-03,Saturday,IndustrialPark,9024,10767.4,2779.2,4239.7,11719.2,0,1,0,0,24.6,0.3
2024-02-04,Sunday,IndustrialPark,9031,11475.6,1952.3,5422.6,11518.5,0,1,0,0,24.7,10.5
2024-02-05,Monday,IndustrialPark,9032,10189.6,2119.6,4231.2,12501.1,0,0,0,0,26.3,0.0
2024-02-06,Tuesday,IndustrialPark,9031,10853.3,3205.1,6090.1,11498.5,0,0,0,0,24.5,7.3
2024-02-07,Wednesday,IndustrialPark,9031,10392.2,2057.3,4947.5,12014.7,0,0,0,0,25.3,0.0
2024-02-08,Thursday,IndustrialPark,9042,10489.0,3673.0,4936.0,11843.2,0,0,0,0,24.5,4.4
2024-02-09,Friday,IndustrialPark,9054,10055.6,3411.4,4699.8,12462.3,0,0,0,0,25.1,0.0
2024-02-10,Saturday,IndustrialPark,9058,13016.9,3229.4,6559.7,12675.3,1,1,1,0,24.6,0.0
2024-02-11,Sunday,IndustrialPark,9068,12872.1,4370.9,5264.0,11514.7,1,1,1,0,24.7,19.3
2024-02-12,Monday,IndustrialPark,9062,12088.6,2372.1,5331.9,12049.8,1,0,1,0,25.9,8.9
2024-02-13,Tuesday,IndustrialPark,9062,10390.2,2009.1,4173.4,11825.9,0,0,0,0,24.7,0.0
2024-02-14,Wednesday,IndustrialPark,9064,10289.1,3130.2,5591.3,11464.2,0,0,0,0,24.8,0.0
2024-02-15,Thursday,IndustrialPark,9063,10489.7,2615.5,4854.0,11925.2,0,0,0,0,25.1,0.0
2024-02-16,Friday,IndustrialPark,9064,10571.2,2500.5,3671.2,11925.9,0,0,0,0,26.8,2.6
2024-02-17,Saturday,IndustrialPark,9067,11145.1,2944.8,3648.5,10987.6,1,1,0,0,26.2,0.6
2024-02-18,Sunday,IndustrialPark,9078,10880.6,2896.4,5172.7,12392.4,0,1,0,0,24.0,0.0
2024-02-19,Monday,IndustrialPark,9081,10608.0,2518.8,4484.6,12282.2,0,0,0,0,25.5,0.0
2024-02-20,Tuesday,IndustrialPark,9095,10252.0,2642.7,3789.1,11706.3,0,0,0,0,25.9,1.6
2024-02-21,Wednesday,IndustrialPark,9103,9991.5,2929.3,4542.9,11806.3,0,0,0,0,26.2,0.0
2024-02-22,Thursday,IndustrialPark,9098,10743.1,2064.1,3854.7,11282.5,0,0,0,0,24.4,0.0
2024-02-23,Friday,IndustrialPark,9096,10774.7,3450.5,4807.5,12275.3,0,0,0,0,26.3,0.0
2024-02-24,Saturday,IndustrialPark,9099,11368.2,3353.8,5711.3,12125.6,0,1,0,0,25.8,0.0
2024-02-25,Sunday,IndustrialPark,9098,11191.4,3411.6,4937.4,11742.1,0,1,0,0,27.7,0.0
2024-02-26,Monday,IndustrialPark,9092,10190.4,2074.1,3652.0,11496.6,0,0,0,0,26.6,0.0
2024-02-27,Tuesday,IndustrialPark,9097,10626.2,3854.4,5332.1,11506.0,0,0,0,0,26.6,3.2
2024-02-28,Wednesday,IndustrialPark,9097,10718.6,3467.3,3337.9,11617.8,0,0,0,0,25.6,0.0
2024-02-29,Thursday,IndustrialPark,9094,10946.4,2992.3,3920.1,11525.0,0,0,0,0,26.1,11.3
2024-03-01,Friday,IndustrialPark,9095,10076.6,4914.2,3927.9,11910.1,0,0,0,1,25.8,0.0
2024-03-02,Saturday,IndustrialPark,9094,10609.6,4101.7,3988.8,11937.4,0,1,0,1,25.4,7.8
2024-03-03,Sunday,IndustrialPark,9087,10731.7,4002.1,5534.2,10512.5,1,1,0,1,26.7,0.0
2024-03-04,Monday,IndustrialPark,9087,10098.6,2634.0,4128.6,11862.0,0,0,0,1,26.2,0.0
2024-03-05,Tuesday,IndustrialPark,9101,10749.2,2918.0,4521.1,12077.1,0,0,0,1,25.4,6.3
2024-03-06,Wednesday,IndustrialPark,9104,10134.0,3830.5,3540.9,12420.9,0,0,0,1,27.2,2.2
2024-03-07,Thursday,IndustrialPark,9100,10102.3,2693.4,4209.0,11456.8,0,0,0,1,26.8,0.0
2024-03-08,Friday,IndustrialPark,9100,9925.7,2872.9,4710.9,12160.6,0,0,0,1,26.4,0.0
2024-03-09,Saturday,IndustrialPark,9107,10605.2,2334.1,3041.1,11451.8,0,1,0,1,25.1,0.0
2024-03-10,Sunday,IndustrialPark,9111,10557.0,2329.6,4970.4,12113.4,0,1,0,1,25.8,0.0
2024-03-11,Monday,IndustrialPark,9119,10574.9,3445.4,3532.9,11617.9,0,0,0,1,25.8,8.6
2024-03-12,Tuesday,IndustrialPark,9114,10432.6,3056.6,3986.6,11778.8,0,0,0,1,27.4,5.0
2024-03-13,Wednesday,IndustrialPark,9110,10238.0,4295.3,4340.0,12036.1,0,0,0,1,26.4,2.5
2024-03-14,Thursday,IndustrialPark,9125,10397.3,3208.3,5928.2,11537.9,0,0,0,1,27.1,0.0
2024-03-15,Friday,IndustrialPark,9107,10347.0,3841.7,5117.6,11673.5,0,0,0,1,26.9,0.0
2024-03-16,Saturday,IndustrialPark,9111,10512.9,2446.7,3525.1,11855.8,0,1,0,1,27.2,0.0
2024-03-17,Sunday,IndustrialPark,9108,11237.1,4248.1,3663.7,11687.8,0,1,0,1,27.9,9.4
2024-03-18,Monday,IndustrialPark,9088,10164.2,3063.8,4045.8,12377.5,0,0,0,1,27.6,5.9
2024-03-19,Tuesday,IndustrialPark,9094,10219.7,3466.9,3626.1,11676.3,0,0,0,1,27.2,0.0
2024-03-20,Wednesday,IndustrialPark,9106,9784.4,3345.4,5310.5,11608.9,0,0,0,1,26.3,0.0
2024-03-21,Thursday,IndustrialPark,9090,9881.5,2744.9,4120.8,12220.8,0,0,0,1,26.7,0.0
2024-03-22,Friday,IndustrialPark,9077,10512.1,2779.1,4232.1,11528.8,0,0,0,0,27.2,0.8
2024-03-23,Saturday,IndustrialPark,9081,10971.4,1999.6,4401.1,11273.6,0,1,0,0,27.7,0.0
2024-03-24,Sunday,IndustrialPark,9078,10827.5,3281.4,4652.0,11323.2,0,1,0,0,28.3,1.4
2024-03-25,Monday,IndustrialPark,9083,10284.1,3021.0,5394.0,12151.3,0,0,0,0,28.1,1.7
2024-03-26,Tuesday,IndustrialPark,9092,10368.6,2894.5,4970.2,11756.0,0,0,0,0,26.5,0.0
2024-03-27,Wednesday,IndustrialPark,9089,10432.9,1822.2,3924.2,12320.4,0,0,0,0,28.7,0.0
2024-03-28,Thursday,IndustrialPark,9104,9946.8,2758.7,4338.1,12294.0,0,0,0,0,26.7,0.0
2024-03-29,Friday,IndustrialPark,9114,10176.8,3044.4,4785.9,12279.1,0,0,0,0,28.4,0.0
2024-03-30,Saturday,IndustrialPark,9111,11182.0,2668.5,5562.9,11273.1,0,1,0,0,27.7,0.0
2024-03-31,Sunday,IndustrialPark,9091,11300.8,3115.5,3556.8,11965.8,0,1,0,0,27.9,0.0
2024-04-01,Monday,IndustrialPark,9102,10639.1,2002.0,5521.5,11775.4,0,0,0,0,28.0,0.0
2024-04-02,Tuesday,IndustrialPark,9097,10990.9,1972.0,4612.6,11623.7,0,0,0,0,28.2,7.5
2024-04-03,Wednesday,IndustrialPark,9089,10535.4,3723.6,5383.1,12018.0,0,0,0,0,28.0,0.1
2024-04-04,Thursday,IndustrialPark,9101,10110.9,3417.4,4523.9,11749.3,0,0,0,0,26.8,2.6
2024-04-05,Friday,IndustrialPark,9111,10768.0,1685.7,5038.6,12022.8,0,0,0,0,27.3,8.0
2024-04-06,Saturday,IndustrialPark,9114,10946.3,3038.9,4699.5,11925.4,0,1,0,0,28.3,0.0
2024-04-07,Sunday,IndustrialPark,9112,11267.1,3010.1,5633.5,12003.3,0,1,0,0,28.6,0.0
2024-04-08,Monday,IndustrialPark,9116,10692.2,2687.4,4892.0,11187.8,0,0,0,0,27.5,0.0
2024-04-09,Tuesday,IndustrialPark,9108,10624.6,2490.9,4583.2,12150.9,0,0,0,0,28.5,1.9
2024-04-10,Wednesday,IndustrialPark,9103,10887.5,2279.1,3732.7,11488.3,0,0,0,0,27.8,3.3
2024-04-11,Thursday,IndustrialPark,9112,10788.7,2586.2,4481.5,12291.6,0,0,0,0,27.9,0.0
2024-04-12,Friday,IndustrialPark,9097,10400.1,3135.4,3894.8,11349.5,0,0,0,0,28.3,0.8
2024-04-13,Saturday,IndustrialPark,9096,12642.1,2698.8,5519.1,11607.0,1,1,1,0,28.4,0.0
2024-04-14,Sunday,IndustrialPark,9101,12649.5,2782.3,6095.6,11699.8,1,1,1,0,28.1,3.3
2024-04-15,Monday,IndustrialPark,9112,12041.4,3534.5,5621.5,12572.4,0,0,1,0,28.0,4.1
2024-04-16,Tuesday,IndustrialPark,9104,11754.3,3448.2,5877.2,12160.8,0,0,1,0,28.5,4.4
2024-04-17,Wednesday,IndustrialPark,9109,10255.4,3175.2,3944.3,11606.5,0,0,0,0,30.1,0.1
2024-04-18,Thursday,IndustrialPark,9118,10569.6,2904.8,4101.8,12093.2,0,0,0,0,28.9,8.9
2024-04-19,Friday,IndustrialPark,9120,10036.1,2480.8,6256.6,12085.6,0,0,0,0,28.8,0.8
2024-04-20,Saturday,IndustrialPark,9117,11096.1,2235.6,4258.8,11791.8,0,1,0,0,29.2,0.0
2024-04-21,Sunday,IndustrialPark,9109,11280.9,2973.1,5584.2,11588.8,0,1,0,0,27.3,0.8
2024-04-22,Monday,IndustrialPark,9114,10119.6,3430.0,3058.2,12121.0,0,0,0,0,29.0,0.0
2024-04-23,Tuesday,IndustrialPark,9097,10568.8,2974.0,5010.1,11857.1,0,0,0,0,28.4,2.0
2024-04-24,Wednesday,IndustrialPark,9087,10502.5,3006.5,5070.7,11589.9,0,0,0,0,28.3,2.1
2024-04-25,Thursday,IndustrialPark,9099,10279.7,2626.2,5749.8,11547.3,0,0,0,0,28.8,0.0
2024-04-26,Friday,IndustrialPark,9115,10422.5,2125.1,4887.7,11494.4,0,0,0,0,28.4,2.9
2024-04-27,Saturday,IndustrialPark,9114,11358.5,3620.3,4397.5,12686.0,0,1,0,0,27.3,0.5
2024-04-28,Sunday,IndustrialPark,9128,10956.4,2129.8,5184.8,12550.7,0,1,0,0,29.0,0.9
2024-04-29,Monday,IndustrialPark,9135,10668.2,3569.2,5242.7,11252.6,0,0,0,0,28.7,13.4
2024-04-30,Tuesday,IndustrialPark,9140,10366.7,1790.1,3464.0,11371.3,0,0,0,0,29.3,0.0
2024-05-01,Wednesday,IndustrialPark,9148,11884.0,3158.6,4824.3,13281.9,0,0,1,0,29.1,0.0
2024-05-02,Thursday,IndustrialPark,9157,10755.5,3113.2,4251.2,11671.5,0,0,0,0,27.8,1.2
2024-05-03,Friday,IndustrialPark,9150,10375.4,3994.5,5097.3,12301.1,0,0,0,0,29.6,2.6
2024-05-04,Saturday,IndustrialPark,9144,10867.2,4054.9,5463.3,11971.7,0,1,0,0,29.2,0.0
2024-05-05,Sunday,IndustrialPark,9150,11262.7,3927.6,3825.2,12097.8,0,1,0,0,28.2,0.0
2024-05-06,Monday,IndustrialPark,9144,10232.1,2655.8,5537.6,11661.4,0,0,0,0,28.7,0.0
2024-05-07,Tuesday,IndustrialPark,9154,10427.6,3292.0,4663.5,11309.1,0,0,0,0,28.0,6.3
2024-05-08,Wednesday,IndustrialPark,9153,10502.2,3735.3,3958.3,12158.2,0,0,0,0,30.1,0.0
2024-05-09,Thursday,IndustrialPark,9150,10716.4,2985.0,4614.8,11346.1,0,0,0,0,29.7,8.8
2024-05-10,Friday,IndustrialPark,9155,10812.0,2959.9,5746.5,12299.2,0,0,0,0,27.3,8.1
2024-05-11,Saturday,IndustrialPark,9148,10787.0,2197.2,5321.3,11636.1,0,1,0,0,30.3,0.0
2024-05-12,Sunday,IndustrialPark,9155,11227.9,2715.4,5428.3,9992.9,1,1,0,0,30.6,1.6
2024-05-13,Monday,IndustrialPark,9154,10489.7,2562.4,5907.2,12686.2,0,0,0,0,29.7,0.0
2024-05-14,Tuesday,IndustrialPark,9164,10441.7,2528.7,5296.7,11495.0,0,0,0,0,30.9,0.0
2024-05-15,Wednesday,IndustrialPark,9166,10892.7,2363.7,5582.3,11696.6,0,0,0,0,29.8,13.2
2024-05-16,Thursday,IndustrialPark,9179,10553.9,2533.8,6016.4,11469.8,0,0,0,0,28.9,0.0
2024-05-17,Friday,IndustrialPark,9166,10800.2,2779.9,4390.6,11794.9,0,0,0,0,30.4,6.5
2024-05-18,Saturday,IndustrialPark,9154,11759.4,3719.4,4779.4,12132.9,0,1,0,0,30.3,6.4
2024-05-19,Sunday,IndustrialPark,9146,11271.3,3373.7,4511.7,12753.8,0,1,0,0,29.1,14.7
2024-05-20,Monday,IndustrialPark,9139,10705.0,2570.3,5052.7,11469.8,0,0,0,0,29.3,6.8
2024-05-21,Tuesday,IndustrialPark,9134,10639.1,3217.8,5876.4,12067.0,0,0,0,0,31.5,1.8
2024-05-22,Wednesday,IndustrialPark,9143,10635.8,2303.1,5394.8,12233.6,0,0,0,0,29.1,0.0
2024-05-23,Thursday,IndustrialPark,9138,10698.0,3169.9,5484.7,12235.6,0,0,0,0,29.5,15.4
2024-05-24,Friday,IndustrialPark,9142,10803.4,3887.6,5642.3,11565.3,0,0,0,0,31.8,0.0
2024-05-25,Saturday,IndustrialPark,9140,11014.5,3355.8,6388.4,12151.5,0,1,0,0,28.8,0.5
2024-05-26,Sunday,IndustrialPark,9148,11242.9,2166.9,5577.0,12521.4,0,1,0,0,28.1,3.1
2024-05-27,Monday,IndustrialPark,9139,10774.5,2699.8,4267.6,11606.1,0,0,0,0,28.6,0.3
2024-05-28,Tuesday,IndustrialPark,9148,10822.6,2522.7,4328.2,12649.5,0,0,0,0,28.9,0.0
2024-05-29,Wednesday,IndustrialPark,9150,10680.4,3396.4,6280.3,12297.8,0,0,0,0,30.0,25.3
2024-05-30,Thursday,IndustrialPark,9161,10498.8,3796.3,5054.1,12272.1,0,0,0,0,29.4,0.0
2024-05-31,Friday,IndustrialPark,9155,10882.0,2883.2,4623.6,11626.9,0,0,0,0,29.2,2.7
2024-06-01,Saturday,IndustrialPark,9162,11263.3,2924.9,6907.5,12096.9,0,1,0,0,29.8,0.0
2024-06-02,Sunday,IndustrialPark,9171,11251.7,2460.8,5131.1,12476.0,0,1,0,0,30.6,0.1
2024-06-03,Monday,IndustrialPark,9171,10378.0,3041.9,4099.4,11916.2,0,0,0,0,28.7,12.0
2024-06-04,Tuesday,IndustrialPark,9167,10641.3,3843.9,5404.8,12471.1,0,0,0,0,30.1,14.9
2024-06-05,Wednesday,IndustrialPark,9171,10916.3,2872.5,5001.1,11586.0,0,0,0,0,30.5,0.2
2024-06-06,Thursday,IndustrialPark,9170,10543.6,3087.3,5226.4,11928.8,0,0,0,0,29.5,1.9
2024-06-07,Friday,IndustrialPark,9169,10574.7,2801.0,4243.2,11579.7,0,0,0,0,30.9,3.2
2024-06-08,Saturday,IndustrialPark,9171,11274.1,2478.8,6777.1,11596.2,0,1,0,0,29.4,0.0
2024-06-09,Sunday,IndustrialPark,9168,11430.2,2923.4,5857.8,11909.1,0,1,0,0,30.0,9.6
2024-06-10,Monday,IndustrialPark,9171,10701.6,3749.8,4825.7,11536.2,0,0,0,0,29.9,8.3
2024-06-11,Tuesday,IndustrialPark,9170,10204.4,2657.6,4527.4,11525.9,0,0,0,0,29.2,1.6
2024-06-12,Wednesday,IndustrialPark,9176,11033.8,3095.3,4824.3,11047.6,0,0,0,0,29.7,3.0
2024-06-13,Thursday,IndustrialPark,9182,10879.4,2924.5,6133.0,11877.2,0,0,0,0,30.6,12.5
2024-06-14,Friday,IndustrialPark,9173,10455.4,2366.7,5657.3,11538.6,0,0,0,0,28.9,0.0
2024-06-15,Saturday,IndustrialPark,9175,11028.5,3383.0,6060.6,11605.8,0,1,0,0,30.2,5.1
2024-06-16,Sunday,IndustrialPark,9173,11141.2,1737.9,6380.5,10968.8,1,1,0,0,30.2,0.0
2024-06-17,Monday,IndustrialPark,9172,10478.2,3375.9,5461.4,11977.8,0,0,0,0,29.7,0.0
2024-06-18,Tuesday,IndustrialPark,9178,10692.0,2272.9,5607.2,12192.7,0,0,0,0,29.4,5.2
2024-06-19,Wednesday,IndustrialPark,9185,10717.6,2770.8,4473.4,12286.1,0,0,0,0,27.9,1.4
2024-06-20,Thursday,IndustrialPark,9192,11202.7,2144.2,4248.9,12220.7,0,0,0,0,31.3,8.3
2024-06-21,Friday,IndustrialPark,9190,10567.0,3064.8,4701.1,12386.8,0,0,0,0,31.2,0.0
2024-06-22,Saturday,IndustrialPark,9195,11412.7,4987.5,4239.9,11787.6,0,1,0,0,31.0,24.3
2024-06-23,Sunday,IndustrialPark,9185,10788.2,2904.3,4464.4,12064.9,0,1,0,0,30.1,0.0
2024-06-24,Monday,IndustrialPark,9191,10853.5,2371.0,5589.3,11925.5,0,0,0,0,30.0,21.3
2024-06-25,Tuesday,IndustrialPark,9196,10616.9,1470.0,4834.2,11543.4,0,0,0,0,29.8,1.1
2024-06-26,Wednesday,IndustrialPark,9192,10776.8,2327.2,5831.2,11942.4,0,0,0,0,30.6,4.9
2024-06-27,Thursday,IndustrialPark,9183,11154.9,2838.2,5457.1,12299.3,0,0,0,0,31.5,17.0
2024-06-28,Friday,IndustrialPark,9177,10527.4,2640.1,4264.5,11603.7,0,0,0,0,31.1,0.0
2024-06-29,Saturday,IndustrialPark,9179,11183.8,3637.9,4558.1,12133.4,0,1,0,0,31.0,6.7
2024-06-30,Sunday,IndustrialPark,9182,10767.1,2187.3,5403.7,11813.7,0,1,0,0,29.2,0.9
2024-07-01,Monday,IndustrialPark,9186,10948.6,3164.1,4584.7,12467.8,0,0,0,0,30.7,9.1
2024-07-02,Tuesday,IndustrialPark,9188,11159.9,3222.0,5570.6,12046.0,0,0,0,0,30.6,8.7
2024-07-03,Wednesday,IndustrialPark,9186,10954.0,3555.6,4813.1,11969.5,0,0,0,0,30.3,7.7
2024-07-04,Thursday,IndustrialPark,9188,11244.1,4374.4,4683.7,11683.0,0,0,0,0,29.3,20.9
2024-07-05,Friday,IndustrialPark,9172,10779.0,2732.9,3794.4,12242.8,0,0,0,0,28.2,1.2
2024-07-06,Saturday,IndustrialPark,9168,11490.4,2350.7,3806.3,11256.3,1,1,0,0,29.6,14.5
2024-07-07,Sunday,IndustrialPark,9163,11728.5,4634.7,4137.8,11712.0,1,1,0,0,28.5,13.9
2024-07-08,Monday,IndustrialPark,9170,10603.5,1692.5,4251.3,11692.5,0,0,0,0,29.7,11.3
2024-07-09,Tuesday,IndustrialPark,9181,10783.6,2862.2,4791.8,12045.9,0,0,0,0,31.5,0.0
2024-07-10,Wednesday,IndustrialPark,9174,10412.1,2770.3,4362.6,11538.3,0,0,0,1,29.1,16.5
2024-07-11,Thursday,IndustrialPark,9175,10857.1,3385.5,3556.6,11764.4,0,0,0,1,30.4,4.9
2024-07-12,Friday,IndustrialPark,9160,10649.7,4082.1,4467.2,11674.0,0,0,0,1,29.6,4.6
2024-07-13,Saturday,IndustrialPark,9164,11636.1,4116.8,3267.8,11271.7,1,1,0,1,30.4,12.8
2024-07-14,Sunday,IndustrialPark,9158,10633.7,4095.4,5171.6,12233.9,0,1,0,1,28.2,0.0
2024-07-15,Monday,IndustrialPark,9148,10403.7,2773.1,5161.7,11660.8,0,0,0,1,29.6,12.1
2024-07-16,Tuesday,IndustrialPark,9144,10933.7,3004.6,5075.9,11532.9,0,0,0,1,29.3,16.0
2024-07-17,Wednesday,IndustrialPark,9149,10194.8,2623.3,4694.8,9997.3,1,0,0,1,28.2,7.0
2024-07-18,Thursday,IndustrialPark,9157,10421.7,3848.0,4353.2,11978.4,0,0,0,1,26.6,0.0
2024-07-19,Friday,IndustrialPark,9158,10627.1,3887.2,3663.9,11743.0,0,0,0,1,28.7,19.0
2024-07-20,Saturday,IndustrialPark,9154,10907.3,2451.6,5454.4,11855.5,0,1,0,1,29.9,10.7
2024-07-21,Sunday,IndustrialPark,9146,11467.3,2882.1,5823.0,11571.7,0,1,0,1,29.4,7.5
2024-07-22,Monday,IndustrialPark,9137,10265.8,3560.6,3276.9,11260.3,0,0,0,1,29.4,0.6
2024-07-23,Tuesday,IndustrialPark,9145,10338.4,2978.0,2849.6,11085.1,0,0,0,1,29.6,5.8
2024-07-24,Wednesday,IndustrialPark,9148,10912.1,2900.0,4830.3,11793.0,0,0,0,1,29.6,15.0
2024-07-25,Thursday,IndustrialPark,9158,10383.7,3616.8,4994.9,12274.8,0,0,0,1,29.0,15.2
2024-07-26,Friday,IndustrialPark,9155,10281.1,3155.8,3616.8,12258.9,0,0,0,1,28.9,8.1
2024-07-27,Saturday,IndustrialPark,9161,11247.9,2442.9,5918.4,12674.6,0,1,0,1,28.9,17.7
2024-07-28,Sunday,IndustrialPark,9159,10729.8,4259.5,5223.9,12475.8,0,1,0,1,29.0,18.9
2024-07-29,Monday,IndustrialPark,9150,10463.8,3859.5,3983.5,11805.3,0,0,0,1,29.6,16.5
2024-07-30,Tuesday,IndustrialPark,9149,10460.8,3443.9,4731.3,11209.0,0,0,0,1,29.3,8.6
2024-07-31,Wednesday,IndustrialPark,9168,10446.3,3656.1,5289.9,12096.0,0,0,0,1,27.9,3.8
2024-08-01,Thursday,IndustrialPark,9163,10772.1,3370.4,4301.8,11679.3,0,0,0,0,28.3,13.6
2024-08-02,Friday,IndustrialPark,9170,10577.0,1958.2,4361.7,12466.7,0,0,0,0,29.8,5.7
2024-08-03,Saturday,IndustrialPark,9178,11709.1,3520.3,4471.0,11207.0,1,1,0,0,27.3,10.6
2024-08-04,Sunday,IndustrialPark,9183,11486.3,3307.0,4819.5,11923.6,0,1,0,0,29.5,7.6
2024-08-05,Monday,IndustrialPark,9178,10680.9,1973.6,3313.0,11608.8,0,0,0,0,27.2,15.3
2024-08-06,Tuesday,IndustrialPark,9180,10775.5,2786.1,6102.7,11889.5,0,0,0,0,28.5,8.8
2024-08-07,Wednesday,IndustrialPark,9182,10716.9,2867.7,4495.5,11571.6,0,0,0,0,28.2,19.6
2024-08-08,Thursday,IndustrialPark,9200,10913.1,2781.8,5027.2,11340.2,0,0,0,0,28.6,17.8
2024-08-09,Friday,IndustrialPark,9201,10936.8,2972.2,5049.3,11146.9,0,0,0,0,27.3,4.1
2024-08-10,Saturday,IndustrialPark,9191,11124.6,2026.3,5370.4,12077.3,0,1,0,0,28.7,10.7
2024-08-11,Sunday,IndustrialPark,9192,11366.6,3190.8,4536.7,12345.7,0,1,0,0,27.7,8.1
2024-08-12,Monday,IndustrialPark,9197,11128.2,2593.7,3490.6,11563.0,0,0,0,0,28.4,15.7
2024-08-13,Tuesday,IndustrialPark,9199,11149.4,3438.9,6007.6,12211.9,0,0,0,0,28.0,15.6
2024-08-14,Wednesday,IndustrialPark,9205,10812.0,1702.5,4705.7,11374.6,0,0,0,0,27.8,1.6
2024-08-15,Thursday,IndustrialPark,9217,10746.9,1811.6,4505.8,11923.6,0,0,0,0,28.3,1.2
2024-08-16,Friday,IndustrialPark,9204,10499.6,3404.9,4279.1,11628.6,0,0,0,0,27.4,14.8
2024-08-17,Saturday,IndustrialPark,9204,11457.4,3674.1,5799.5,12156.2,0,1,0,0,28.6,28.1
2024-08-18,Sunday,IndustrialPark,9190,11491.6,3033.9,6215.1,12171.2,0,1,0,0,28.2,4.2
2024-08-19,Monday,IndustrialPark,9185,10609.5,3259.3,3956.4,11720.1,0,0,0,0,26.8,7.6
2024-08-20,Tuesday,IndustrialPark,9187,10618.4,2861.2,4201.8,11468.5,0,0,0,0,26.9,14.5
2024-08-21,Wednesday,IndustrialPark,9198,11108.0,3025.9,5460.4,11994.8,0,0,0,0,30.3,15.8
2024-08-22,Thursday,IndustrialPark,9208,10423.2,2653.8,5110.1,12197.5,0,0,0,0,29.1,7.7
2024-08-23,Friday,IndustrialPark,9216,10268.2,2340.7,5041.4,11796.7,0,0,0,0,28.8,11.8
2024-08-24,Saturday,IndustrialPark,9217,11239.9,2576.4,4699.0,12084.2,0,1,0,0,29.8,13.3
2024-08-25,Sunday,IndustrialPark,9213,11289.3,3037.6,6287.4,11488.3,0,1,0,0,27.6,12.2
2024-08-26,Monday,IndustrialPark,9206,11129.5,3279.4,5380.7,11829.7,0,0,0,0,28.5,16.3
2024-08-27,Tuesday,IndustrialPark,9197,11295.5,4067.1,6000.3,12002.5,0,0,0,0,28.9,20.4
